age,gender,Mstatus,gradStud,trans,Flang ,Haddress,Hestatus,Plive,Fsize,Fsupport,Osupport,Medu,Fedu, Fjob,Mjob,Rclass,EIRR,PCGA,CCmember,OCmember,Mactivity,Dactivity,Aconsum,Efriend,Srec,Sother,Eresult,Hresult,Presult,gpa,tutor,Itutor,absent,Alab,Fread,Gstudy,Gwork,labInf ,IntUse,handout,refbook,lecture,internet,Edevice,advisor,uniInterest,progInterest,uniLike,deptLike
20 – 23,Female,Married,No,No,Amharic,Urban,Good,Yes,large,Yes,No,not educated,Not educated,Farmer,Merchant,Friendly,No,Occasionally,Occasionally,Occasionally,Often,Never,Low,Medium,High,Low,85-100,3.50- 4.00,450-499,2.50-2.99,No,No,Never,Always   ,1_2,Low,High ,No,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Low,Medium,Low,70-84,3.00-3.49,400-449,3.00-3.49,No,Yes,Never,Sometimes,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,No,No,No
20 – 23,Male,Single,No,No,Amharic,Rural,Good,No,medium,Yes,No,not educated,Not educated,Farmer,Housewife,Supportive,No,Never,Occasionally,Very often,Occasionally,Never,Low,High,Medium,Medium,70-84,3.00-3.49,400-449,2.50-2.99,No,Yes,Sometimes,Never,1_2,Medium,Low,No,Sometimes,Yes,No,No,No,Yes,Never,No,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,No,Secondary education,Primary education,Merchant,Housewife,Friendly,Yes,Never,Often,Occasionally,Never,Never,Medium,Low,Low,Medium,70-84,3.00-3.49,400-449,3.50- 4.00,Yes,No,Sometimes,Never,3_4,Medium,Medium,No,Sometimes,Yes,No,No,No,Yes,Never,No,No,neutral,Yes
20 – 23,Male,Married,No,No,Amharic,Rural,Good,Yes,medium,No,Yes,Primary education,Primary education,Merchant,Merchant,Friendly,Yes,Occasionally,Occasionally,Never,Occasionally,Often,Low,Medium,High,High,70-84,3.00-3.49,550-599,2.50-2.99,No,Yes,Sometimes,Usually,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,No,Never,No,Yes,Yes,Yes
30 – 39,Male,Single,No,No,Amharic,Urban,Good,Yes,small,Yes,Yes,Primary education,Primary education,Merchant,Merchant,Supportive,No,Occasionally,Never,Occasionally,Often,Occasionally,Medium,Medium,Medium,High,70-84,3.00-3.49,350-399,3.00-3.49,Yes,Yes,Usually,Usually,3_4,Low,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,No,Secondary education,Primary education,Merchant,Housewife,Friendly,Yes,Never,Occasionally,Never,Occasionally,Never,Low,Low,Low,Low,70-84,3.50- 4.00,400-449,3.00-3.49,Yes,No,Never,Sometimes,3_4,Medium,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Afaan Oromo,Rural,Good,No,medium,No,Yes,Primary education,Primary education,Merchant,Merchant,Friendly,Yes,Occasionally,Occasionally,Often,Occasionally,Never,Medium,Medium,Medium,Low,55-69,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Usually,Sometimes,3_4,Medium,Low,No,Sometimes,No,Yes,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,No,Yes,Primary education,Primary education,Merchant,Merchant,Friendly,Yes,Never,Occasionally,Occasionally,Never,Occasionally,Medium,Low,Low,Low,70-84,3.00-3.49,400-449,3.00-3.49,No,Yes,Sometimes,Usually,3_4,Low,Medium,Yes,Never,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Teacher,Friendly,Yes,Never,Never,Occasionally,Occasionally,Never,Medium,Low,Medium,Medium,85-100,3.50- 4.00,400-449,3.50- 4.00,Yes,No,Sometimes,Never,1_2,Low,Medium,Yes,Never,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Health care related,Supportive,Yes,Never,Never,Occasionally,Never,Occasionally,Medium,Medium,Medium,Medium,70-84,3.50- 4.00,400-449,2.00-2.49,Yes,Yes,Sometimes,Never,3_4,Medium,Low,Yes,Sometimes,No,Yes,No,No,No,Never,No,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Bad,Yes,large,No,Yes,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Occasionally,Often,Occasionally,Occasionally,Medium,High,Medium,Medium,70-84,3.00-3.49,400-449,3.50- 4.00,Yes,Yes,Sometimes,Sometimes,5_6,High ,Medium,Yes,Sometimes,No,Yes,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Married,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,not educated,Not educated,Farmer,Housewife,Supportive,Yes,Occasionally,Occasionally,Never,Never,Never,Medium,Low,Low,Low,70-84,3.50- 4.00,350-399,3.50- 4.00,Yes,Yes,Sometimes,Sometimes,3_4,Low,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Afaan Oromo,Rural,Good,Yes,medium,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Often,Occasionally,Often,Never,Very High,Low,Low,Low,70-84,2.50-2.99,400-449,2.50-2.99,No,No,Usually,Usually,3_4,High ,Medium,Yes,Never,Yes,No,No,No,Yes,Never,No,Yes,Yes,Yes
20 – 23,Female,Married,No,No,Amharic,Urban,Bad,Yes,medium,Yes,No,Higher education,Higher education,Teacher,Teacher,Supportive,Yes,Often,Occasionally,Never,Never,Never,Medium,Medium,Low,Low,85-100,2.50-2.99,400-449,2.50-2.99,No,Yes,Usually,Sometimes,3_4,High ,Low,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,No,No,No
24 – 29,Male,Single,Yes,Yes,Amharic,Rural,Bad,Yes,medium,No,No,Higher education,Higher education,Health care related,Teacher,Friendly,Yes,Never,Occasionally,Never,Occasionally,Occasionally,Medium,Low,Medium,Medium,85-100,3.50- 4.00,350-399,2.50-2.99,No,Yes,Usually,Usually,1_2,Low,Low,No,Sometimes,No,Yes,No,No,No,Sometimes,No,Yes,Yes,neutral
24 – 29,Male,Single,Yes,No,Amharic,Urban,Bad,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Health care related,Supportive,Yes,Occasionally,Often,Occasionally,Occasionally,Often,Medium,Medium,Medium,High,70-84,3.00-3.49,400-449,3.50- 4.00,No,No,Sometimes,Usually,3_4,Medium,High ,No,Sometimes,No,Yes,No,No,No,Sometimes,Yes,Yes,Yes,Yes
30 – 39,Male,Married,No,No,Amharic,Rural,Good,Yes,small,Yes,Yes,not educated,Not educated,Farmer,Housewife,Supportive,No,Occasionally,Occasionally,Occasionally,Never,Occasionally,Low,Low,Medium,High,70-84,2.50-2.99,400-449,2.50-2.99,No,Yes,Sometimes,Always   ,1_2,High ,Low,Yes,Sometimes,No,Yes,No,No,No,Never,Yes,No,neutral,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,No,medium,Yes,No,not educated,Not educated,Farmer,Housewife,Supportive,No,Never,Occasionally,Never,Often,Very often,Medium,Medium,Low,Low,55-69,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Usually,5_6,Medium,Medium,Yes,Never,No,Yes,No,No,No,Sometimes,Yes,No,No,No
20 – 23,Male,Single,No,No,Amharic,Rural,Good,No,large,Yes,No,not educated,Not educated,Farmer,Housewife,Supportive,Yes,Never,Never,Often,Often,Occasionally,High,Medium,Medium,High,85-100,3.50- 4.00,350-399,2.50-2.99,Yes,No,Sometimes,Never,1_2,Low,Low,Yes,Sometimes,No,Yes,No,No,No,Sometimes,Yes,Yes,No,No
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Higher education,Not educated,Health care related,Teacher,Supportive,Yes,Never,Often,Never,Never,Occasionally,Low,High,Medium,High,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Usually,Sometimes,1_2,Medium,Medium,Yes,Sometimes,Yes,No,No,No,No,Sometimes,Yes,No,Yes,Yes
30 – 39,Male,Single,Yes,No,Afaan Oromo,Urban,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Competitive,Yes,Never,Occasionally,Never,Occasionally,Occasionally,Low,Low,Medium,Medium,85-100,3.50- 4.00,350-399,3.00-3.49,Yes,Yes,Never,Sometimes,3_4,Medium,Medium,Yes,Sometimes,No,Yes,No,No,Yes,Sometimes,Yes,Yes,neutral,neutral
20 – 23,Female,Married,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Occasionally,Occasionally,Often,Never,Low,Low,Very High,Low,85-100,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Not educated,Farmer,Housewife,Friendly,No,Never,Occasionally,Occasionally,Occasionally,Never,Low,Medium,High,Low,85-100,3.00-3.49,350-399,3.50- 4.00,Yes,Yes,Always   ,Sometimes,1_2,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,No,No,Yes,Yes
24 – 29,Female,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,No,Secondary education,Secondary education,Merchant,Merchant,Supportive,Yes,Never,Never,Never,Never,Never,Low,Medium,High,High,70-84,3.00-3.49,350-399,3.00-3.49,Yes,Yes,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Occasionally,Never,Low,Medium,Low,Medium,70-84,3.50- 4.00,350-399,2.50-2.99,Yes,Yes,Sometimes,Sometimes,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,large,Yes,No,Primary education,Primary education,Merchant,Merchant,Friendly,No,Never,Never,Occasionally,Never,Never,Low,Medium,Medium,Medium,85-100,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Always   ,Sometimes,3_4,Medium,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,No,medium,Yes,Yes,Higher education,Higher education,Teacher,Health care related,Friendly,Yes,Occasionally,Occasionally,Occasionally,Occasionally,Never,Low,Medium,Very High,Very High,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Usually,3_4,Medium,Medium,Yes,Usually,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,large,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Occasionally,Occasionally,Never,Never,Low,Medium,Very High,Very High,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Sometimes,3_4,High ,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,large,No,No,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Occasionally,Occasionally,Occasionally,Occasionally,Never,Low,Low,Low,Low,85-100,3.50- 4.00,400-449,3.00-3.49,Yes,No,Never,Never,3_4,Low,Medium,No,Never,No,Yes,No,No,Yes,Never,Yes,No,Yes,No
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,large,No,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Occasionally,Often,Occasionally,Never,Low,Medium,High,Low,70-84,3.00-3.49,350-399,3.00-3.49,Yes,No,Sometimes,Never,3_4,Low,Medium,Yes,Never,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Very often,Very often,Often,Often,High,High,Medium,Medium,70-84,3.00-3.49,400-449,3.00-3.49,Yes,No,Sometimes,Never,1_2,Medium,Low,No,Sometimes,No,No,Yes,No,Yes,Sometimes,No,No,neutral,No
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,medium,No,Yes,Higher education,Higher education,Teacher,Housewife,Friendly,Yes,Never,Never,Occasionally,Never,Never,Medium,Low,Medium,Low,85-100,3.00-3.49,350-399,3.00-3.49,Yes,Yes,Sometimes,Never,5_6,Medium,Medium,Yes,Never,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,large,No,No,Higher education,Primary education,Merchant,Teacher,Friendly,Yes,Never,Never,Never,Occasionally,Never,Low,High,High,Medium,85-100,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Afaan Oromo,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Merchant,Merchant,Friendly,Yes,Never,Occasionally,Occasionally,Often,Often,Low,Low,Medium,High,55-69,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Never,5_6,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,No,No,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Secondary education,Higher education,Teacher,Housewife,Uninvolved,No,Never,Never,Never,Never,Never,Low,Medium,High,Low,55-69,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Sometimes,3_4,Low,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,neutral
20 – 23,Female,Married,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Never,Never,Low,Medium,High,Low,70-84,3.00-3.49,350-399,2.50-2.99,Yes,Yes,Never,Sometimes,1_2,Medium,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,No,neutral,No
20 – 23,Male,Single,No,No,Afar,Rural,Bad,Yes,small,Yes,No,Higher education,Secondary education,Merchant,Merchant,Friendly,Yes,Occasionally,Occasionally,Never,Often,Very often,Low,Medium,High,Very High,55-69,3.00-3.49,600-649,Less than 2.00,Yes,Yes,Never,Never,3_4,Low,Low,Yes,Never,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Married,Yes,No,Afaan Oromo,Urban,Good,Yes,medium,Yes,No,Higher education,Higher education,Teacher,Teacher,Friendly,Yes,Very often,Never,Occasionally,Often,Occasionally,Low,High,Medium,High,70-84,3.00-3.49,350-399,2.00-2.49,Yes,Yes,Never,Never,3_4,Medium,Medium,Yes,Never,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Merchant,Supportive,Yes,Occasionally,Often,Occasionally,Never,Often,Very High,Low,High,Medium,70-84,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Sometimes,Usually,3_4,Medium,Medium,No,Sometimes,No,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Teacher,Supportive,No,Often,Occasionally,Never,Often,Occasionally,Low,Medium,Low,High,85-100,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Usually,Never,3_4,Medium,Low,Yes,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,No
20 – 23,Female,Married,Yes,No,Amharic,Rural,Good,No,medium,Yes,Yes,Secondary education,Secondary education,Merchant,Merchant,Friendly,Yes,Never,Never,Never,Often,Never,Low,Low,Medium,Medium,85-100,3.00-3.49,350-399,2.50-2.99,Yes,Yes,Sometimes,Sometimes,1_2,Low,Low,No,Sometimes,Yes,Yes,Yes,No,No,Never,Yes,Yes,No,No
24 – 29,Male,Separated,No,No,Afaan Oromo,Rural,Good,No,medium,Yes,No,Primary education,Primary education,Merchant,Housewife,Friendly,Yes,Never,Occasionally,Never,Often,Occasionally,Low,Low,Medium,Low,70-84,3.00-3.49,350-399,2.50-2.99,Yes,No,Usually,Never,3_4,Medium,Medium,Yes,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,No,No
24 – 29,Female,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,No,Primary education,Primary education,Merchant,Housewife,Supportive,Yes,Occasionally,Never,Occasionally,Occasionally,Often,High,Medium,Medium,Low,70-84,3.00-3.49,400-449,2.50-2.99,No,No,Sometimes,Usually,1_2,Low,Low,No,Usually,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,neutral
24 – 29,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Teacher,Merchant,Friendly,Yes,Never,Never,Occasionally,Often,Never,Low,Low,Medium,Medium,85-100,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Usually,3_4,Low,Medium,Yes,Usually,Yes,Yes,Yes,No,Yes,Sometimes,Yes,No,neutral,neutral
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Occasionally,Never,Occasionally,Never,High,Low,Low,Medium,70-84,3.00-3.49,450-499,2.50-2.99,No,Yes,Sometimes,Never,3_4,High ,Medium,No,Sometimes,Yes,Yes,No,Yes,Yes,Sometimes,Yes,No,No,No
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,large,Yes,Yes,Secondary education,Secondary education,Merchant,Merchant,Friendly,No,Occasionally,Never,Never,Occasionally,Never,Low,Medium,Medium,Low,70-84,3.00-3.49,350-399,3.00-3.49,Yes,Yes,Usually,Sometimes,3_4,Medium,Low,Yes,Usually,Yes,Yes,Yes,No,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,No,Secondary education,Higher education,Teacher,Housewife,Friendly,No,Never,Never,Occasionally,Never,Never,Low,Medium,Very High,Low,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Usually,Sometimes,3_4,Low,Medium,No,Never,Yes,Yes,No,No,Yes,Never,Yes,No,No,neutral
24 – 29,Female,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Secondary education,Not educated,Merchant,Housewife,Friendly,No,Never,Occasionally,Occasionally,Occasionally,Never,Low,Medium,High,Medium,85-100,3.00-3.49,400-449,3.00-3.49,Yes,No,Sometimes,Sometimes,1_2,Low,Medium,No,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,neutral,No
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Never,Occasionally,Low,Medium,Medium,Medium,70-84,3.50- 4.00,450-499,3.00-3.49,Yes,Yes,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Always   ,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Health care related,Friendly,No,Never,Never,Occasionally,Never,Occasionally,Low,Low,Low,Low,85-100,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Sometimes,Sometimes,3_4,High ,High ,Yes,Never,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Higher education,Teacher,Housewife,Friendly,No,Occasionally,Never,Never,Never,Never,Low,Medium,High,Very High,70-84,3.00-3.49,400-449,2.50-2.99,Yes,No,Sometimes,Sometimes,1_2,Low,Medium,Yes,Usually,Yes,Yes,No,Yes,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Occasionally,Often,Often,Often,Never,Low,Medium,High,Low,70-84,3.00-3.49,400-449,3.50- 4.00,Yes,Yes,Sometimes,Never,3_4,High ,High ,Yes,Usually,Yes,Yes,Yes,No,Yes,Usually,Yes,Yes,Yes,Yes
30 – 39,Male,Single,Yes,No,Amharic,Urban,Good,No,medium,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Low,Medium,High,70-84,3.50- 4.00,350-399,3.00-3.49,Yes,Yes,Usually,Never,1_2,Low,Medium,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Male,Single,Yes,No,Afaan Oromo,Rural,Good,Yes,medium,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Occasionally,Never,Never,Low,Low,High,Low,70-84,3.00-3.49,350-399,2.50-2.99,Yes,Yes,Never,Never,5_6,Low,High ,Yes,Never,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,No,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Often,Never,Low,Medium,High,Very High,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Never,1_2,Low,Low,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Male,Single,Yes,Yes,Amharic,Rural,Good,Yes,large,No,No,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Often,Occasionally,Never,Never,Never,Low,Low,Medium,Medium,Less than 55,3.00-3.49,350-399,3.50- 4.00,Yes,Yes,Sometimes,Sometimes,5_6,Medium,Medium,Yes,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Secondary education,Higher education,law,Housewife,Supportive,Yes,Never,Never,Never,Never,Never,Low,Medium,Low,Medium,85-100,3.50- 4.00,450-499,3.00-3.49,Yes,Yes,Never,Sometimes,>8 ,High ,Medium,No,Never,Yes,Yes,No,Yes,Yes,Never,Yes,Yes,Yes,neutral
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Occasionally,Occasionally,Occasionally,Occasionally,Never,Medium,Low,Medium,Medium,70-84,3.50- 4.00,450-499,3.00-3.49,Yes,Yes,Sometimes,Usually,1_2,Low,Medium,Yes,Usually,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Often,Never,Low,Medium,High,High,70-84,3.00-3.49,400-449,2.50-2.99,No,No,Usually,Sometimes,1_2,Low,Low,No,Sometimes,Yes,Yes,No,Yes,Yes,Never,Yes,Yes,Yes,No
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,No,Secondary education,Primary education,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Never,Often,Never,Medium,Medium,High,Medium,70-84,3.00-3.49,350-399,2.00-2.49,Yes,Yes,Never,Never,3_4,Medium,Medium,No,Usually,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,No,medium,Yes,No,Higher education,Secondary education,Merchant,Teacher,Friendly,No,Never,Never,Never,Never,Occasionally,Low,Medium,Medium,Medium,85-100,3.00-3.49,350-399,3.00-3.49,Yes,Yes,Sometimes,Sometimes,3_4,Medium,Low,No,Sometimes,Yes,Yes,No,Yes,Yes,Sometimes,Yes,No,neutral,No
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,No,medium,Yes,No,Primary education,Primary education,Merchant,Merchant,Friendly,No,Never,Never,Never,Never,Never,Medium,Low,Medium,Medium,70-84,3.00-3.49,350-399,3.00-3.49,Yes,Yes,Sometimes,Never,1_2,Medium,Medium,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,No,medium,No,Yes,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Occasionally,Never,Never,Low,Low,Low,High,55-69,3.50- 4.00,400-449,2.50-2.99,No,Yes,Sometimes,Usually,1_2,Medium,Medium,Yes,Sometimes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,No,No
24 – 29,Male,Married,No,No,Afaan Oromo,Urban,Good,No,medium,Yes,No,Higher education,Higher education,Health care related,Health care related,Friendly,Yes,Never,Never,Never,Never,Never,Low,Medium,Medium,Medium,85-100,3.00-3.49,400-449,2.50-2.99,Yes,No,Sometimes,Always   ,1_2,Medium,Medium,Yes,Sometimes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Afaan Oromo,Rural,Good,Yes,medium,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Occasionally,Never,Low,Medium,High,Very High,70-84,3.00-3.49,400-449,3.00-3.49,No,No,Sometimes,Usually,7_8,Medium,Medium,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,No,No
24 – 29,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,No,No,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Occasionally,Occasionally,Never,Never,Medium,High,Medium,Low,85-100,3.00-3.49,400-449,3.00-3.49,Yes,No,Sometimes,Never,1_2,Medium,Low,Yes,Sometimes,Yes,No,Yes,No,Yes,Never,Yes,Yes,Yes,neutral
24 – 29,Male,Single,Yes,No,Afaan Oromo,Rural,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Merchant,Merchant,Friendly,Yes,Occasionally,Never,Never,Never,Never,Low,Low,High,Medium,70-84,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Sometimes,Sometimes,3_4,Medium,Medium,Yes,Sometimes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
